#t dx dy dz
0.667 -0.0906 -2.7228 -1.4303
0.668 -0.1003 -2.5820 -1.2138
0.669 -0.5305 -2.5786 -1.3095
0.67 -1.1487 -2.4275 -1.3707
0.671 -1.1069 -2.6562 -1.3493
0.672 -1.3859 -2.3348 -1.3570
0.673 -1.6317 -2.4744 -1.5564
0.674 -1.6630 -2.6549 -1.6331
0.675 -2.0739 -2.5195 -1.5103
0.676 -1.7201 -2.6062 -1.3304
0.677 -1.5104 -3.0041 -1.4694
0.678 -1.3085 -3.2420 -1.1208
0.679 -1.4566 -2.8375 -1.1958
0.68 -1.7200 -2.9957 -1.3048
0.681 -2.0695 -3.3204 -1.3974
0.682 -2.0044 -3.1392 -1.2292
0.683 -2.2449 -3.1789 -0.9547
0.684 -2.2348 -3.4203 -1.2124
0.685 -2.3076 -3.6352 -1.2330
0.686 -2.4323 -3.7262 -1.5263
0.687 -2.2142 -3.7375 -1.4100
0.688 -2.4796 -3.4836 -1.2262
0.689 -2.4051 -3.6183 -1.4210
0.69 -2.6892 -3.5618 -1.5729
0.691 -2.4711 -3.6988 -1.2965
0.692 -2.3283 -3.5867 -1.2993
0.693 -2.3143 -3.4285 -1.3644
0.694 -2.5707 -3.1899 -1.2359
0.695 -2.6938 -3.0736 -1.2337
0.696 -2.6768 -3.0730 -1.3547
0.697 -2.7721 -3.0071 -1.8158
0.698 -2.4975 -2.9095 -1.7612
0.699 -2.5051 -3.0228 -1.8288
0.7 -2.3222 -2.7451 -1.6483
0.701 -2.5069 -3.0675 -1.7988
0.702 -2.3755 -3.4303 -1.8870
0.703 -2.5946 -3.8697 -1.8394
0.704 -2.5085 -3.7907 -1.8055
0.705 -2.7049 -3.8946 -2.0675
0.706 -2.5004 -3.7161 -2.0554
0.707 -2.6060 -3.8806 -1.5005
0.708 -2.8151 -3.8018 -1.4434
0.709 -3.3366 -3.5275 -1.2488
0.71 -3.6086 -3.3227 -0.9414
0.711 -3.7250 -3.2446 -0.7700
0.712 -3.8248 -3.1429 -0.3608
0.713 -3.9171 -2.9873 -0.1351
0.714 -3.9696 -2.9903 0.0374
0.715 -3.9847 -2.7617 0.1422
0.716 -4.1833 -2.7675 0.2953
0.717 -4.4078 -2.5899 0.3033
0.718 -4.5161 -2.2928 -0.2337
0.719 -4.6318 -2.2173 -0.2032
0.72 -4.2776 -1.6754 -0.0483
0.721 -4.3526 -1.6778 -0.2650
0.722 -4.6105 -2.0250 -0.2107
0.723 -4.6873 -2.1018 0.0655
0.724 -4.6330 -2.3558 0.0674
0.725 -4.6488 -2.2181 -0.1457
0.726 -4.4572 -2.2162 -0.1027
0.727 -4.6405 -2.1212 -0.2767
0.728 -4.7009 -2.1708 -0.2647
0.729 -4.6871 -2.2348 -0.5618
0.73 -4.4026 -2.2491 -0.4808
0.731 -4.0094 -2.0994 -0.4307
0.732 -4.0717 -2.1763 -0.3767
0.733 -4.1441 -2.1041 -0.5835
0.734 -4.0938 -2.1640 -0.2837
0.735 -3.8977 -1.8809 -0.5180
0.736 -3.8787 -1.8450 -0.5140
0.737 -3.8712 -1.7715 -0.5019
0.738 -4.0685 -1.7767 -0.4173
0.739 -4.2172 -1.6333 -0.4501
0.74 -4.1751 -1.4284 -0.4204
0.741 -4.0617 -1.4968 -0.4946
0.742 -3.8356 -1.7574 -0.3544
0.743 -3.8182 -1.6400 -0.7996
0.744 -3.6678 -1.5586 -0.5367
0.745 -3.4648 -1.5564 -0.3617
0.746 -3.3171 -1.6695 -0.3082
0.747 -3.6540 -1.4925 -0.4159
0.748 -3.3180 -1.2557 -0.3943
0.749 -3.5092 -1.4554 -0.3064
0.75 -3.0429 -1.5862 -0.1298
0.751 -2.8842 -1.4624 -0.2306
0.752 -2.8541 -1.4770 -0.2303
0.753 -2.7291 -1.5651 -0.1182
0.754 -2.8678 -1.5532 -0.1509
0.755 -2.9938 -1.5774 0.0824
0.756 -2.7088 -1.5099 -0.0068
0.757 -2.4380 -1.7425 0.1821
0.758 -2.3209 -1.9451 0.2351
0.759 -2.0110 -2.1835 0.2054
0.76 -2.2115 -1.7447 0.2441
0.761 -2.1919 -1.7251 -0.1109
0.762 -2.0088 -1.6311 -0.0603
0.763 -2.1619 -1.4647 -0.2209
0.764 -2.1506 -1.4730 -0.1782
0.765 -2.3440 -1.1231 -0.1636
0.766 -2.2958 -0.8357 -0.0760
0.767 -2.2425 -1.0761 -0.2688
0.768 -2.1580 -1.1254 0.0750
0.769 -2.1784 -0.9312 -0.2985
0.77 -2.1745 -1.0042 -0.7552
0.771 -2.3536 -1.2183 -0.7231
0.772 -2.5771 -0.9323 -0.8020
0.773 -2.5831 -0.9867 -0.7713
0.774 -2.5344 -0.7145 -0.8409
0.775 -2.4490 -0.5425 -0.7558
0.776 -2.3496 -0.6703 -0.4920
0.777 -2.1001 -0.7865 -0.4360
0.778 -2.0810 -0.9505 -0.2848
0.779 -2.0047 -1.0591 -0.4514
0.78 -2.1779 -0.9778 -0.4829
0.781 -2.3308 -0.8729 -0.3126
0.782 -2.3974 -1.2014 -0.2598
0.783 -2.0291 -1.2402 -0.3802
0.784 -1.7745 -1.1320 -0.4849
0.785 -1.8325 -0.9997 -0.3980
0.786 -1.5880 -1.1096 -0.4887
0.787 -1.4634 -1.0139 -0.4112
0.788 -1.5782 -0.8726 -0.6715
0.789 -1.3637 -0.7566 -0.7123
0.79 -1.3257 -0.6703 -1.1075
0.791 -1.5359 -0.3416 -0.9619
0.792 -1.5608 -0.0764 -1.0263
0.793 -1.6469 -0.1552 -0.9730
0.794 -1.4223 -0.0686 -0.7441
0.795 -1.2353 -0.0657 -0.6838
0.796 -1.1428 -0.3371 -0.4522
0.797 -1.1307 0.2059 -0.4284
0.798 -0.6279 0.2352 -0.6775
0.799 -0.6968 0.6173 -0.7774
0.8 -0.6380 0.3471 -1.1469
0.801 -0.5520 0.3372 -1.1654
0.802 -0.7694 0.3918 -1.2025
0.803 -0.5285 0.3705 -1.0807
0.804 -0.4297 0.3995 -1.1176
0.805 -0.6092 -0.0014 -1.2759
0.806 -0.9335 -0.0288 -1.5157
0.807 -1.1518 -0.0857 -1.3827
0.808 -1.1145 0.0821 -1.2997
0.809 -1.4320 -0.0038 -1.4607
0.81 -1.5601 -0.0462 -1.7946
0.811 -1.5366 0.0225 -1.6850
0.812 -1.5813 0.3206 -1.8988
0.813 -1.3771 0.5703 -1.9247
0.814 -1.4862 0.3860 -1.8265
0.815 -1.5918 0.1589 -1.3317
0.816 -1.8469 0.2552 -1.2493
0.817 -1.9793 0.2466 -0.7445
0.818 -1.7610 0.3788 -0.6451
0.819 -1.9630 0.4191 -0.7832
0.82 -2.0110 0.4564 -0.5500
0.821 -2.1396 0.5903 -0.9092
0.822 -2.0721 0.4066 -0.6113
0.823 -1.9171 0.3818 -0.5944
0.824 -2.1030 0.4631 -0.5727
0.825 -2.0615 0.4194 -0.3341
0.826 -2.1296 0.3703 -0.3394
0.827 -2.0687 0.3120 -0.4001
0.828 -1.7465 0.1010 -0.5721
0.829 -1.7271 -0.1079 -0.8685
0.83 -1.7809 -0.1023 -1.0226
0.831 -1.7789 0.1831 -1.0867
0.832 -2.0492 0.1498 -0.9209
0.833 -1.9355 0.0058 -0.8738
0.834 -1.8269 0.0639 -1.0637
0.835 -1.6939 -0.0858 -1.3603
0.836 -1.5705 -0.1704 -1.3831
0.837 -1.5242 -0.3808 -1.4068
0.838 -1.3527 -0.5018 -1.2805
0.839 -0.8864 -0.4105 -1.2171
0.84 -0.4833 -0.6355 -1.5163
0.841 -0.3566 -0.3277 -1.1702
0.842 -0.4732 -0.0952 -1.3314
0.843 -0.5412 -0.1793 -1.5688
0.844 -0.4326 0.1602 -1.8722
0.845 -0.4205 0.0239 -2.3737
0.846 -0.3419 -0.2558 -2.4004
0.847 -0.4456 -0.4175 -2.9753
0.848 -0.2749 -0.3362 -3.0987
0.849 -0.4091 -0.0980 -3.0933
0.85 -0.3310 0.0195 -3.0351
0.851 -0.3048 -0.1959 -3.0010
0.852 -0.0755 -0.0591 -3.0494
0.853 -0.2267 0.2249 -3.2828
0.854 -0.1453 0.2762 -3.4493
0.855 -0.2758 0.2078 -3.3036
0.856 -0.1828 0.1930 -3.5991
0.857 -0.2481 0.3615 -3.4864
0.858 0.0174 0.4405 -3.1390
0.859 0.2995 0.6281 -3.2830
0.86 0.3754 0.5207 -3.0313
0.861 0.4208 0.0597 -2.9784
0.862 0.1883 0.4584 -3.4631
0.863 0.2727 0.1396 -3.4933
0.864 0.0874 0.0659 -3.3637
0.865 0.1123 0.1769 -3.3457
0.866 0.5620 0.1506 -3.2432
0.867 0.6965 -0.0410 -3.2085
0.868 0.6403 -0.3841 -2.9846
0.869 0.6798 -0.2398 -2.9794
0.87 0.3175 -0.2523 -2.9072
0.871 0.2784 -0.1997 -2.7637
0.872 0.1957 -0.1102 -2.7160
0.873 0.2577 0.0388 -2.8145
0.874 0.4402 -0.0424 -2.7912
0.875 0.5222 -0.0559 -3.0363
0.876 0.6389 -0.1016 -2.5408
0.877 0.5422 -0.1929 -2.1843
0.878 0.4837 -0.0287 -2.0085
0.879 0.5309 -0.2942 -2.2692
0.88 0.5509 -0.0296 -1.9674
0.881 0.7395 -0.2312 -2.0847
0.882 0.6850 -0.1485 -1.9408
0.883 1.0419 -0.1522 -1.6434
0.884 1.1299 -0.2451 -1.6542
0.885 1.0758 0.0567 -1.4688
0.886 1.1650 0.0000 -1.6331
0.887 1.1912 0.4373 -1.3927
0.888 0.8982 0.6684 -1.3580
0.889 0.7268 0.2457 -1.4463
0.89 0.9686 0.4435 -1.2788
0.891 1.1552 0.5647 -1.1692
0.892 1.4740 0.6957 -1.2952
0.893 1.2173 0.5864 -1.0728
0.894 1.1180 0.4603 -1.1974
0.895 1.0918 0.4965 -1.3845
0.896 0.7624 0.6741 -1.7065
0.897 0.8213 0.8993 -1.5567
0.898 0.6081 1.1629 -1.6175
0.899 0.6004 1.2749 -1.5802
0.9 0.2356 1.0880 -1.3478
0.901 0.1735 1.1307 -1.2551
0.902 0.1133 0.8927 -1.0310
0.903 0.1770 1.0958 -0.7545
0.904 0.1121 0.9610 -0.4897
0.905 0.1699 1.0788 -0.7064
0.906 0.2752 1.1795 -0.7510
0.907 0.4803 1.2331 -0.9233
0.908 0.6498 1.2729 -0.9869
0.909 0.9654 1.5130 -1.3437
0.91 1.0761 1.2853 -1.5840
0.911 1.0909 1.0868 -1.2512
0.912 1.2322 1.2061 -1.2046
0.913 1.1249 1.0141 -1.1563
0.914 1.2800 0.7772 -1.2749
0.915 1.0869 0.9447 -1.2795
0.916 1.1133 0.5603 -1.4346
0.917 0.7991 0.3441 -1.1489
0.918 0.7518 0.4671 -1.2396
0.919 0.7136 0.4121 -1.3986
0.92 0.8010 0.6996 -1.6016
0.921 0.6534 0.9294 -1.7185
0.922 0.5849 1.1390 -1.9016
0.923 0.6214 1.2802 -1.6945
0.924 0.6905 1.5338 -1.9590
0.925 0.4596 1.9346 -2.3754
0.926 0.4530 2.1358 -2.3679
0.927 0.5892 1.9507 -2.6434
0.928 0.6493 1.4060 -2.5025
0.929 0.9150 1.1427 -2.4391
0.93 0.8494 1.2970 -2.3519
0.931 0.8179 1.4066 -2.1028
0.932 0.6412 1.7586 -1.8779
0.933 0.9216 1.6609 -1.5885
0.934 0.8494 1.2336 -1.4625
0.935 1.1246 1.1547 -1.4399
0.936 1.0744 1.1317 -1.3731
0.937 1.3044 1.1114 -1.0558
0.938 1.6718 1.2400 -1.3669
0.939 1.4790 1.1360 -1.1461
0.94 1.0720 1.1457 -1.3177
0.941 0.7613 1.2294 -1.2744
0.942 0.7347 1.0141 -1.4747
0.943 0.9133 0.8522 -1.4372
0.944 0.7254 0.9345 -1.5831
0.945 0.7818 0.8801 -1.5307
0.946 0.9483 0.9369 -1.5125
0.947 1.0565 1.2331 -1.4612
0.948 1.0987 1.2282 -1.2622
0.949 1.1380 1.3879 -1.1668
0.95 0.9137 1.0374 -0.8978
0.951 1.0112 1.0261 -0.6581
0.952 1.4984 0.8474 -0.6318
0.953 1.8096 0.6776 -0.4281
0.954 1.9007 0.3524 -0.4348
0.955 1.8995 0.2193 -0.6103
0.956 1.7436 0.2051 -0.6534
0.957 1.8144 0.0414 -0.8817
0.958 1.8421 -0.3679 -1.3198
0.959 2.0714 -0.5701 -1.4935
0.96 1.9435 -0.3556 -1.4247
0.961 1.7008 -0.4902 -1.7428
0.962 1.5990 -0.3029 -1.5923
0.963 1.7094 -0.1107 -1.5931
0.964 1.8125 -0.2489 -1.6686
0.965 1.4615 -0.2745 -1.7421
0.966 1.6240 -0.3541 -1.5210
0.967 1.6572 -0.5622 -1.3837
0.968 1.8806 -0.5611 -1.3740
0.969 1.7082 -0.5101 -1.4126
0.97 1.6269 -0.4407 -1.4060
0.971 1.6224 -0.3672 -1.2338
0.972 1.4859 -0.3268 -1.3382
0.973 1.3818 -0.0022 -1.6692
0.974 1.2691 -0.2202 -1.6594
0.975 1.4242 -0.0046 -1.8457
0.976 1.6794 -0.0775 -2.0910
0.977 2.0988 -0.4793 -2.0995
0.978 1.9493 -0.4810 -2.0699
0.979 1.8742 -0.4699 -1.7760
0.98 1.9405 -0.4725 -1.6340
0.981 1.8881 -0.1936 -1.5332
0.982 1.5450 -0.2325 -1.4290
0.983 1.0223 0.1458 -1.6433
0.984 0.8005 0.3359 -1.6147
0.985 1.2494 0.4705 -1.6488
0.986 1.5254 0.5199 -1.7150
0.987 1.4524 0.4692 -1.4565
0.988 1.5957 0.5490 -1.4021
0.989 1.8852 0.6773 -1.6312
0.99 2.0142 0.4229 -1.4938
0.991 1.7503 0.3415 -1.7290
0.992 1.7350 0.3381 -2.2188
0.993 1.7390 0.4977 -2.2087
0.994 2.0534 0.5504 -2.7255
0.995 1.9348 0.4197 -3.1091
0.996 1.9599 0.4130 -3.3849
0.997 2.2102 0.3079 -2.9917
0.998 2.3802 0.0075 -2.8745
0.999 2.5771 0.1649 -2.5421
1.0 2.1758 0.1155 -2.4562
1.001 2.4606 0.0502 -2.8456
1.002 2.3097 0.0389 -3.1327
1.003 2.4036 0.2856 -3.0100
1.004 2.4232 0.2033 -3.0257
1.005 2.3226 0.6718 -2.8495
1.006 2.3628 0.6704 -2.9984
1.007 2.4155 0.5459 -2.9864
1.008 2.4872 0.3636 -2.7998
1.009 2.8308 0.1404 -2.7129
1.01 3.2271 -0.0919 -2.8126
1.011 3.2680 0.0466 -3.1841
1.012 3.1556 0.2903 -3.3652
1.013 3.0072 0.2753 -3.4902
1.014 3.2327 0.3538 -3.4071
1.015 3.1669 0.4228 -3.4413
1.016 3.2455 0.5297 -3.1763
1.017 3.1142 0.3478 -3.1984
1.018 3.2382 0.0783 -3.2122
1.019 3.1572 -0.0369 -3.0799
1.02 3.1569 -0.1400 -2.9228
1.021 3.2148 -0.2528 -2.7930
1.022 3.3234 -0.0249 -2.9108
1.023 3.5543 0.1477 -2.7443
1.024 3.7491 0.2454 -2.8918
1.025 3.7529 0.5934 -2.8588
1.026 3.7331 0.7945 -2.6674
1.027 4.1681 0.7853 -2.7568
1.028 4.4952 0.6735 -2.7609
1.029 4.3644 0.3744 -2.7111
1.03 4.1671 0.3338 -2.6142
1.031 4.2901 0.2593 -2.9513
1.032 3.9653 0.0607 -3.0496
1.033 3.9803 -0.0289 -3.2241
1.034 4.0500 -0.3423 -3.4221
1.035 3.9284 -0.2860 -3.1285
1.036 3.9729 -0.6245 -2.7564
1.037 3.9564 -0.5782 -2.7142
1.038 3.8598 -0.5690 -2.5677
1.039 3.6140 -0.8700 -2.3744
1.04 3.5338 -0.8849 -2.5913
1.041 3.3889 -0.8186 -2.8007
1.042 3.7939 -0.9094 -2.9444
1.043 3.8381 -0.8222 -2.9143
1.044 3.9438 -1.0979 -2.7409
1.045 3.9127 -0.9300 -2.8003
1.046 4.1055 -0.9904 -2.6815
1.047 4.2877 -1.1709 -2.7752
1.048 4.3772 -1.1720 -3.0885
1.049 4.2725 -0.9561 -3.0788
1.05 4.4636 -0.8833 -3.2533
1.051 4.3772 -0.6591 -3.0824
1.052 4.4380 -0.4828 -3.5025
1.053 4.5416 -0.5182 -3.7198
1.054 5.0387 -0.6042 -3.6339
1.055 5.0020 -0.4898 -3.6532
1.056 5.1745 -0.3833 -3.7289
1.057 5.3631 -0.2613 -3.5664
1.058 5.2827 -0.3934 -4.0805
1.059 5.4266 -0.3923 -4.0094
1.06 5.5646 -0.3900 -4.1453
1.061 5.4895 0.0636 -4.2048
1.062 5.3347 0.2735 -3.9053
1.063 5.3824 0.3352 -3.7645
1.064 5.4707 0.2316 -3.6332
1.065 5.2287 0.2887 -3.9667
1.066 5.1184 0.4002 -3.8510
1.067 5.0468 0.5554 -3.7472
1.068 4.9697 0.2938 -3.7445
1.069 5.2734 0.0986 -3.9182
1.07 5.1433 -0.0334 -3.9081
1.071 5.1685 -0.5704 -3.6678
1.072 5.1468 -0.3654 -3.9589
1.073 4.9723 -0.3513 -3.7497
1.074 4.8881 -0.1623 -3.7754
1.075 5.1557 -0.2907 -3.8094
1.076 5.2774 -0.1743 -4.0312
1.077 5.4434 -0.1442 -4.4058
1.078 5.4192 0.1748 -4.4476
1.079 5.3128 0.0214 -4.4036
1.08 5.4231 0.2011 -4.7929
1.081 5.2362 0.2274 -4.8932
1.082 5.1113 0.1799 -4.8258
1.083 5.3446 0.5289 -4.6917
1.084 5.1668 0.6813 -4.6359
1.085 4.9947 0.6891 -4.4928
1.086 4.6662 0.4330 -4.3136
1.087 4.7093 0.5669 -4.6880
1.088 4.5521 0.7984 -4.3507
1.089 4.3257 0.6336 -4.2385
1.09 4.1690 0.9380 -4.2748
1.091 4.3317 0.9168 -4.2891
1.092 4.2473 0.9142 -4.6204
1.093 4.5323 0.6381 -4.3515
1.094 4.4385 0.6953 -4.6832
1.095 4.1894 0.6112 -4.7626
1.096 4.4439 0.6192 -4.7218
1.097 4.1025 0.5233 -4.7233
1.098 3.7709 0.7617 -4.4536
1.099 3.7275 0.5657 -4.7024
1.1 3.8862 0.4943 -4.7217
1.101 3.7833 0.3626 -5.0826
1.102 3.7821 0.6769 -5.1575
1.103 4.0038 0.5101 -4.8195
1.104 4.0005 0.4984 -4.4887
1.105 4.0639 0.5151 -4.4622
1.106 3.7046 0.5861 -4.6284
1.107 3.7011 0.4292 -4.8088
1.108 3.6947 0.5636 -4.6959
1.109 3.7778 0.4464 -4.9048
1.11 3.5686 0.4479 -4.8445
1.111 3.6412 0.5505 -4.8167
1.112 3.6495 0.7177 -5.0005
1.113 3.2216 0.7021 -5.1211
1.114 3.1033 0.5751 -4.9691
1.115 3.0425 0.8510 -4.8580
1.116 3.0055 1.0038 -4.7880
1.117 3.0532 0.9978 -4.7805
1.118 2.9852 1.0203 -4.4154
1.119 3.0768 1.0582 -4.4800
1.12 3.0512 0.8673 -4.5768
1.121 3.2962 1.2066 -4.5254
1.122 3.3581 1.2558 -4.4961
1.123 3.3340 1.2454 -4.4498
1.124 3.3622 0.9190 -4.0067
1.125 3.6903 0.7143 -4.0267
1.126 3.7707 0.9629 -4.3875
1.127 3.9008 1.0519 -4.1227
1.128 3.9423 1.5356 -3.9050
1.129 4.0771 1.7911 -3.4628
1.13 4.1968 1.4799 -3.7344
1.131 4.1336 1.7361 -3.6266
1.132 4.0921 1.5352 -3.4353
1.133 4.2266 1.3283 -3.4639
1.134 3.9089 1.3387 -3.2120
1.135 3.9039 1.4511 -3.0430
1.136 3.9250 1.8163 -2.9493
1.137 3.8224 1.7010 -3.2368
1.138 3.8415 1.3768 -3.4752
1.139 3.9701 1.3835 -3.4176
1.14 3.8832 1.1876 -3.1647
1.141 3.5712 1.3722 -3.2147
1.142 3.5344 1.4731 -3.2395
1.143 3.3969 1.6745 -3.2455
1.144 3.3090 1.5193 -3.3276
1.145 3.2382 1.5525 -3.2411
1.146 3.2879 1.4457 -3.0240
1.147 3.5127 1.3014 -2.9369
1.148 3.8250 1.5525 -2.8110
1.149 3.7641 1.5408 -2.6295
1.15 3.8354 1.5355 -2.4611
1.151 3.7340 1.2141 -2.3140
1.152 3.7811 1.0862 -2.1406
1.153 3.8330 1.3324 -1.9803
1.154 4.0531 1.2639 -2.1214
1.155 3.8796 1.0713 -2.3764
1.156 3.9562 1.3673 -2.4993
1.157 3.8767 1.4185 -2.6231
1.158 3.6766 0.9685 -2.5373
1.159 3.4665 1.1358 -2.6702
1.16 3.8805 0.9683 -2.6137
1.161 4.0059 1.1519 -2.2838
1.162 3.9332 1.5655 -2.5096
1.163 3.6119 1.4540 -2.4229
1.164 3.7405 1.2895 -2.2618
1.165 3.5942 1.0741 -2.1793
1.166 3.4046 0.9379 -2.4873
1.167 3.3152 0.5651 -2.7563
1.168 3.5084 0.6608 -2.8904
1.169 3.4571 0.6537 -2.7405
1.17 3.4661 0.4662 -2.6789
1.171 3.6381 0.6393 -2.4730
1.172 3.7797 0.1405 -2.4547
1.173 3.3340 0.3792 -2.5767
1.174 3.1517 0.3253 -2.5987
1.175 3.1655 0.0576 -2.6488
1.176 3.3031 0.2837 -2.7931
1.177 3.1949 0.5245 -2.7185
1.178 2.9131 0.7428 -2.6068
1.179 2.8706 0.7353 -2.4151
1.18 2.6407 0.3854 -2.1925
1.181 2.6184 0.6789 -2.0911
1.182 2.1890 0.4253 -2.0001
1.183 2.2221 0.4727 -1.9958
1.184 2.3097 0.5441 -1.9671
1.185 2.1902 0.9118 -2.0629
1.186 2.0399 1.1380 -2.3902
1.187 2.0010 1.3719 -2.3403
1.188 1.8532 1.4890 -2.4111
1.189 1.9194 1.3864 -2.3313
1.19 1.9974 1.5399 -2.3861
1.191 1.9111 1.7438 -2.6946
1.192 1.6622 1.8389 -2.4107
1.193 1.8513 1.7191 -2.3092
1.194 1.8809 1.7658 -2.6232
1.195 1.9124 1.8282 -2.7757
1.196 1.4636 1.8888 -2.8361
1.197 1.1186 1.9114 -2.9860
1.198 1.4157 2.1494 -3.1906
1.199 1.6167 1.8049 -3.4908
1.2 1.5764 1.6778 -3.6893
1.201 1.4092 1.7489 -3.4642
1.202 1.2533 2.0365 -3.3696
1.203 1.3270 2.0045 -3.6210
1.204 1.2921 2.0575 -3.5900
1.205 1.5435 2.0141 -3.5353
1.206 1.2309 2.3301 -3.3385
1.207 1.0720 2.1767 -3.2658
1.208 1.2951 2.2298 -3.3333
1.209 1.2267 2.1574 -3.5670
1.21 1.4852 2.1003 -3.4706
1.211 1.4388 2.2447 -3.0370
1.212 1.3511 2.2821 -3.0945
1.213 1.2063 2.4364 -2.9848
1.214 1.5647 2.3107 -2.8788
1.215 1.7388 2.7901 -3.3924
1.216 2.0207 2.8872 -3.3468
1.217 2.0156 2.8933 -3.1407
1.218 2.1887 2.7153 -2.9679
1.219 2.2225 2.6550 -2.6892
1.22 2.1303 2.1706 -2.5036
1.221 2.1082 2.3549 -2.3672
1.222 1.8697 2.0702 -2.3713
1.223 1.6869 1.8136 -2.2811
1.224 1.7208 2.0723 -2.1560
1.225 1.6300 2.1839 -1.8750
1.226 1.5384 2.2506 -1.7930
1.227 1.4526 1.9384 -1.9328
1.228 1.4197 2.0767 -2.0633
1.229 1.7476 2.1322 -1.8013
1.23 1.5510 2.1041 -1.8633
1.231 1.5334 2.1255 -2.0355
1.232 1.6486 2.1362 -2.1025
1.233 1.3736 2.1838 -1.5951
1.234 1.1093 2.3943 -1.4425
1.235 0.7224 2.4020 -1.3860
1.236 0.7975 2.6159 -1.2985
1.237 0.6390 2.6739 -1.4336
1.238 0.8406 2.7633 -1.3757
1.239 0.6477 2.5265 -1.3314
1.24 0.3463 2.7671 -1.4801
1.241 0.4956 3.0406 -1.2423
1.242 0.4940 3.1888 -1.1965
1.243 0.4570 3.5400 -1.3836
1.244 0.5691 3.4370 -1.3824
1.245 0.5621 3.7600 -1.2073
1.246 0.7960 3.8417 -1.1954
1.247 0.9521 3.8254 -1.1599
1.248 1.0990 3.8004 -1.4400
1.249 0.8690 3.7486 -1.0455
1.25 0.7279 3.7743 -1.4635
1.251 0.7482 3.8143 -1.7109
1.252 0.5581 4.0533 -1.4865
1.253 0.2132 3.3899 -1.6009
1.254 0.0134 3.5067 -1.1535
1.255 0.1484 3.4499 -0.8905
1.256 0.3093 3.2185 -0.9013
1.257 0.3995 3.3863 -0.7065
1.258 0.4718 3.5164 -0.5711
1.259 0.7010 3.7430 -0.6824
1.26 0.5944 3.7522 -0.4017
1.261 0.7102 3.9141 -0.3965
1.262 0.8407 3.9249 -0.4108
1.263 0.5139 3.7333 -0.3409
1.264 0.4737 3.5858 -0.3026
1.265 0.5880 3.4229 0.2987
1.266 0.2359 3.5466 0.3930
1.267 -0.1106 3.5217 0.0795
1.268 -0.0704 3.7335 -0.0879
1.269 -0.1540 3.4426 -0.0394
1.27 -0.3735 3.4486 -0.0652
1.271 -0.4866 3.4887 -0.2577
1.272 -0.4296 3.3813 -0.2207
1.273 -0.2715 3.3318 -0.1866
1.274 -0.4431 3.5028 -0.2206
1.275 -0.2582 3.7586 0.3890
1.276 -0.1404 3.7363 0.5552
1.277 -0.2771 4.0036 0.2220
1.278 -0.2945 4.1368 0.3044
1.279 -0.2544 4.0095 0.2460
1.28 0.1351 3.9662 0.2367
1.281 0.0831 3.8204 0.1149
1.282 -0.0317 3.7509 0.0388
1.283 0.0459 3.7491 -0.1090
1.284 -0.2186 3.9238 -0.1647
1.285 -0.2813 4.1869 -0.2940
1.286 -0.4141 4.0647 -0.4012
1.287 -0.4493 4.1202 -0.5763
1.288 -0.0451 4.4281 -0.3355
1.289 -0.2871 4.1421 -0.1937
1.29 -0.4541 4.2251 -0.3246
1.291 -0.6485 3.9409 -0.5694
1.292 -0.8280 4.1206 -0.7320
1.293 -1.0922 4.1175 -0.3003
1.294 -1.2956 4.1863 -0.2789
1.295 -1.2630 4.0985 -0.1010
1.296 -1.0576 4.2472 -0.1173
1.297 -0.7912 3.9657 -0.0601
1.298 -0.7369 3.9439 -0.3040
1.299 -0.9095 3.9332 -0.5233
1.3 -1.1150 4.0549 -0.4613
1.301 -0.8845 3.8198 -0.5504
1.302 -0.9757 3.7168 -0.5680
1.303 -0.7158 3.9708 -0.3686
1.304 -0.5545 4.0202 -0.0962
1.305 -0.5357 4.1567 0.0715
1.306 -0.6318 3.7903 -0.0981
1.307 -0.6044 3.4029 -0.1544
1.308 -0.5680 3.6202 -0.4520
1.309 -0.2114 3.3002 -0.6990
1.31 -0.4819 3.1533 -0.5905
1.311 -0.3076 3.2737 -0.4957
1.312 -0.2898 3.1607 -0.4514
1.313 -0.3140 3.0251 -0.1319
1.314 -0.0657 3.1702 0.1543
1.315 -0.2725 3.1955 0.3859
1.316 -0.3626 3.3795 0.3318
1.317 -0.3437 3.3665 0.7924
1.318 -0.4520 3.2084 0.4390
1.319 -0.4249 3.4494 0.5657
1.32 -0.2122 3.6031 0.2611
1.321 -0.2009 3.4171 0.0954
1.322 -0.3308 3.3841 0.1607
1.323 -0.2683 3.3077 0.1235
1.324 -0.4138 3.2986 0.2476
1.325 -0.7798 3.1577 -0.0538
1.326 -0.7565 3.3713 -0.1803
1.327 -0.6176 3.4217 -0.0471
1.328 -0.6368 3.3236 -0.0240
1.329 -0.4011 3.2269 0.2024
1.33 -0.3229 3.0392 0.3856
1.331 -0.3742 3.0125 0.3294
1.332 -0.3959 2.8663 0.0305
1.333 -0.2052 2.7173 -0.0306
1.334 0.0597 2.4355 0.3503
1.335 0.1091 2.3481 0.5577
1.336 0.0896 2.5768 0.3418
1.337 -0.1921 2.6187 0.4129
1.338 -0.0499 3.1283 -0.0957
1.339 -0.2492 2.9818 -0.3466
1.34 -0.0646 3.0304 0.0180
1.341 0.1822 3.0244 0.1440
1.342 0.1671 2.9790 -0.0347
1.343 0.3782 2.9036 -0.3014
