#t dx dy dz
2.68 -24.1062 -4.6287 2.5722
2.681 -23.8425 -4.8300 2.6846
2.682 -23.8493 -5.2384 2.6236
2.683 -23.6394 -5.0895 2.5375
2.684 -23.6588 -5.0230 2.7233
2.685 -23.6676 -4.4817 3.0859
2.686 -24.1073 -4.2316 2.8153
2.687 -23.9804 -4.1746 2.8451
2.688 -24.0040 -3.8417 2.9342
2.689 -24.1131 -3.7789 2.9891
2.69 -24.1805 -3.8092 3.0226
2.691 -24.1096 -3.8551 2.9820
2.692 -23.8027 -3.9300 2.5126
2.693 -23.6459 -3.8503 2.6984
2.694 -23.5798 -3.6050 2.5745
2.695 -23.3479 -3.6670 2.5191
2.696 -23.5376 -3.4880 2.2436
2.697 -23.4196 -3.5706 2.0569
2.698 -23.1133 -3.4778 1.5944
2.699 -23.2067 -3.5036 1.7978
2.7 -23.2522 -3.4810 1.3786
2.701 -23.4624 -3.1070 1.8176
2.702 -23.7767 -3.1195 1.8257
2.703 -24.0272 -3.0254 1.8027
2.704 -23.7388 -2.8383 1.8133
2.705 -23.6572 -2.8249 1.6992
2.706 -23.5500 -2.7213 1.5764
2.707 -23.6207 -2.7535 1.4033
2.708 -23.6052 -2.8560 1.5419
2.709 -23.3970 -2.9877 1.6007
2.71 -23.3634 -3.2978 1.5416
2.711 -23.5009 -3.2143 1.4164
2.712 -23.2028 -3.1260 1.4548
2.713 -22.8722 -3.0523 1.5611
2.714 -23.1791 -2.8939 1.8229
2.715 -22.8685 -2.5188 1.6216
2.716 -22.9724 -2.8761 1.5204
2.717 -22.9832 -2.8080 1.4009
2.718 -22.9628 -3.3241 1.7258
2.719 -23.0748 -3.5546 1.5416
2.72 -23.1080 -3.4197 1.6711
2.721 -23.3167 -3.3335 1.3046
2.722 -23.4466 -3.3009 0.9514
2.723 -23.5396 -3.6164 0.8424
2.724 -23.4839 -3.9353 0.8471
2.725 -23.4813 -3.9971 0.8743
2.726 -23.5937 -4.2153 1.3344
2.727 -23.9342 -4.2883 0.9726
2.728 -24.1015 -4.2472 0.8530
2.729 -24.3135 -4.3310 0.7208
2.73 -24.6296 -4.3308 0.8754
2.731 -24.7581 -4.1000 0.8598
2.732 -25.0816 -3.7042 0.5951
2.733 -25.2665 -3.4523 0.7157
2.734 -25.5504 -3.9824 0.6502
2.735 -26.0761 -4.1538 0.4136
2.736 -26.0180 -4.1773 0.2646
2.737 -26.0344 -4.1768 0.5028
2.738 -25.7207 -4.0641 0.3015
2.739 -25.8009 -3.8595 0.3130
2.74 -26.0183 -4.0754 0.2023
2.741 -26.1995 -3.8920 0.1409
2.742 -26.1569 -3.7956 0.1436
2.743 -26.1430 -3.8054 0.2369
2.744 -26.4564 -3.8702 0.2596
2.745 -26.5266 -4.2073 0.2999
2.746 -26.5733 -4.1004 0.2250
2.747 -26.9476 -4.1575 0.1174
2.748 -27.1801 -4.1227 0.2166
2.749 -26.8825 -4.2248 0.4461
2.75 -26.7641 -4.2290 0.4429
2.751 -26.6703 -3.9273 0.1694
2.752 -26.4231 -3.9147 -0.2838
2.753 -26.5913 -4.1097 -0.0154
2.754 -26.4776 -4.4857 0.1670
2.755 -26.2931 -4.4760 -0.0941
2.756 -26.6410 -4.3570 -0.2860
2.757 -26.5104 -4.2259 -0.0910
2.758 -26.5185 -3.9554 0.0214
2.759 -26.5270 -3.9381 -0.3504
2.76 -26.6389 -3.9767 -0.4020
2.761 -26.6740 -3.8585 -0.2167
2.762 -27.0373 -3.6978 -0.2377
2.763 -26.8858 -3.7478 -0.3200
2.764 -27.1147 -3.9761 -0.1431
2.765 -26.8715 -4.1732 -0.5204
2.766 -26.6058 -4.1829 -0.6913
2.767 -26.6188 -4.3796 -0.7762
2.768 -26.8903 -4.3667 -0.8492
2.769 -26.8045 -4.0544 -1.0232
2.77 -26.9232 -4.2216 -0.8320
2.771 -27.0554 -4.3182 -0.7839
2.772 -27.1566 -4.3545 -0.6404
2.773 -27.3028 -4.2303 -0.4167
2.774 -27.4689 -4.0048 -0.3562
2.775 -27.4806 -4.2504 -0.3736
2.776 -27.4388 -3.8163 -0.2702
2.777 -27.2380 -4.1578 -0.2164
2.778 -26.9231 -3.8299 -0.4291
2.779 -26.3706 -3.5575 -0.5613
2.78 -26.8435 -3.2507 -0.6535
2.781 -26.9442 -3.7110 -0.4161
2.782 -26.9098 -3.6081 -0.7367
2.783 -27.1126 -3.3972 -0.3672
2.784 -27.2416 -3.3734 -0.4430
2.785 -27.0628 -3.5616 -0.4896
2.786 -27.0266 -3.6596 -0.4294
2.787 -27.1764 -3.4168 -0.3918
2.788 -27.0083 -3.5178 -0.1860
2.789 -26.6812 -3.4481 -0.1403
2.79 -26.8396 -3.3003 0.3158
2.791 -26.4387 -2.9450 0.3867
2.792 -26.5499 -3.1158 0.4646
2.793 -26.5947 -3.2261 0.1886
2.794 -26.6895 -3.1146 0.4772
2.795 -26.8398 -3.3519 0.9180
2.796 -26.5932 -3.2596 0.6725
2.797 -26.2847 -3.2207 0.8302
2.798 -26.4805 -2.8511 0.8200
2.799 -26.5805 -2.8618 0.7910
2.8 -26.4861 -2.8024 0.8917
2.801 -26.5541 -2.8757 0.9015
2.802 -26.7989 -2.9406 1.0863
2.803 -26.9906 -2.9641 0.7760
2.804 -26.8606 -3.0069 0.5173
2.805 -26.8350 -3.0803 0.0284
2.806 -26.8856 -3.2000 0.1328
2.807 -26.4507 -3.4386 0.3441
2.808 -26.1721 -3.3838 0.4618
2.809 -26.2454 -3.3985 0.7528
2.81 -26.4379 -3.5080 0.6299
2.811 -26.6368 -3.5665 0.2582
2.812 -26.6818 -3.6089 0.3254
2.813 -26.9444 -3.7791 0.5108
2.814 -26.9634 -3.7491 1.0259
2.815 -26.9608 -3.8241 1.0865
2.816 -27.0109 -3.6689 0.9358
2.817 -26.8416 -3.6745 0.8815
2.818 -26.9240 -3.7484 0.9977
2.819 -26.9482 -3.8040 1.1638
2.82 -27.1070 -3.9179 1.0999
2.821 -27.1378 -4.1630 1.0882
2.822 -27.3017 -4.1880 1.0948
2.823 -27.5877 -3.9082 0.9459
2.824 -27.8465 -3.8994 0.7335
2.825 -27.9657 -3.9388 0.7560
2.826 -27.7863 -3.8278 0.9236
2.827 -27.6785 -3.7239 0.8844
2.828 -27.6006 -3.8108 0.7736
2.829 -27.5689 -3.6820 0.6691
2.83 -27.1299 -3.2856 0.1737
2.831 -27.0465 -3.3339 -0.0724
2.832 -27.0943 -3.4055 -0.1315
2.833 -26.9765 -3.6222 -0.1490
2.834 -26.8397 -3.3684 -0.2064
2.835 -26.6702 -3.3836 -0.3927
2.836 -26.7057 -3.5709 -0.4849
2.837 -26.7468 -3.7703 -0.7509
2.838 -26.7903 -3.9312 -0.6688
2.839 -26.8238 -3.9910 -0.8383
2.84 -26.7808 -3.7165 -0.7964
2.841 -26.8629 -3.7827 -0.9518
2.842 -26.8214 -3.6875 -0.9072
2.843 -26.5453 -3.6164 -1.0906
2.844 -26.7240 -3.4658 -0.8765
2.845 -26.4989 -3.5211 -0.6905
2.846 -26.2465 -3.6367 -0.7134
2.847 -26.3735 -3.6225 -0.7721
2.848 -26.1392 -3.4764 -0.9034
2.849 -26.3610 -3.3965 -1.0942
2.85 -26.2821 -3.4309 -1.1490
2.851 -26.2212 -3.2505 -0.8737
2.852 -26.0903 -3.0417 -0.3740
2.853 -26.1300 -2.6783 -0.2891
2.854 -26.1126 -2.4484 -0.3072
2.855 -26.3295 -2.2906 -0.2378
2.856 -26.5413 -2.3248 -0.2174
2.857 -26.3402 -1.9653 -0.0454
2.858 -26.3956 -2.1169 -0.3659
2.859 -26.0853 -1.9439 -0.0955
2.86 -25.9563 -2.1641 -0.0640
2.861 -25.8933 -2.2203 0.0988
2.862 -25.8063 -2.0908 0.1632
2.863 -25.6861 -2.1262 0.0264
2.864 -25.6520 -2.1783 -0.1414
2.865 -25.6163 -2.1375 0.0745
2.866 -25.5484 -1.9882 0.2194
2.867 -25.8139 -1.9927 0.3261
2.868 -25.8176 -2.2119 0.2492
2.869 -25.7203 -2.5795 0.2627
2.87 -25.9108 -2.5916 -0.0093
2.871 -26.1102 -2.5537 0.0523
2.872 -26.1145 -2.1911 0.0666
2.873 -26.0222 -2.1035 0.3196
2.874 -25.9701 -2.2437 0.4469
2.875 -26.2268 -2.5364 0.4255
2.876 -26.0406 -2.4191 0.2244
2.877 -25.9807 -2.5749 -0.0170
2.878 -25.8756 -2.5969 -0.2190
2.879 -25.8531 -2.1767 -0.2730
2.88 -25.9088 -1.9141 -0.1082
2.881 -25.5303 -2.1051 0.3586
2.882 -25.6448 -2.1941 0.8556
2.883 -25.5870 -2.3527 0.6237
2.884 -25.3675 -1.8697 0.5329
2.885 -25.2117 -1.9142 0.3378
2.886 -25.1575 -1.7801 0.3422
2.887 -25.1661 -1.7073 0.3461
2.888 -25.2368 -1.8546 0.2466
2.889 -25.1901 -2.1085 -0.2582
2.89 -25.3809 -2.3342 -0.4623
2.891 -25.0638 -2.3017 -0.3307
2.892 -25.1952 -2.2342 -0.2281
2.893 -25.4859 -1.9059 -0.2068
2.894 -25.5648 -2.2962 -0.3873
2.895 -25.3766 -2.3463 -0.2776
2.896 -25.2511 -2.3321 -0.2101
2.897 -25.4087 -1.9466 -0.2894
2.898 -25.3014 -2.2088 -0.4995
2.899 -25.2464 -2.2201 -0.5885
2.9 -25.2811 -1.9859 -0.4473
2.901 -25.1181 -2.3894 -0.5499
2.902 -25.1294 -2.2969 -0.4272
2.903 -25.4737 -2.4474 -0.2141
2.904 -25.7109 -2.3788 -0.3804
2.905 -25.8865 -2.3490 -0.2110
2.906 -25.7287 -2.0855 -0.3347
2.907 -25.6697 -1.9603 -0.4365
2.908 -25.5786 -1.7588 -0.7653
2.909 -25.6098 -1.5655 -0.8919
2.91 -25.3397 -1.5563 -1.1736
2.911 -25.4501 -1.5443 -1.3423
2.912 -25.7714 -1.7488 -1.2492
2.913 -25.5656 -1.5183 -1.3183
2.914 -25.6728 -1.5019 -1.1756
2.915 -25.6493 -1.1502 -1.1124
2.916 -26.0301 -1.0213 -1.0159
2.917 -26.1779 -0.6862 -0.9491
2.918 -26.1569 -1.0639 -0.9344
2.919 -26.2067 -1.3120 -0.7103
2.92 -25.9082 -1.1626 -0.4469
2.921 -25.6206 -1.1261 -0.1813
2.922 -25.5546 -0.9240 -0.2165
2.923 -25.6132 -0.8858 -0.4586
2.924 -25.6011 -0.6700 -0.4142
2.925 -25.5772 -0.6963 -0.3854
2.926 -25.6844 -0.6094 -0.6435
2.927 -25.6713 -0.7897 -0.4974
2.928 -26.1194 -0.8177 -0.7135
2.929 -26.2128 -0.6660 -0.7868
2.93 -26.2900 -0.4839 -1.0770
2.931 -26.2352 -0.4874 -1.0824
2.932 -26.0426 -0.0598 -0.8575
2.933 -25.7500 -0.0250 -1.0720
2.934 -25.7605 -0.1216 -0.9208
2.935 -25.6047 -0.3370 -0.7405
2.936 -25.5998 -0.1732 -0.6219
2.937 -25.4816 -0.3779 -0.5073
2.938 -25.7252 -0.7224 -0.3292
2.939 -25.6005 -0.4658 -0.2450
2.94 -25.9092 -0.6835 -0.2053
2.941 -26.0035 -0.7407 -0.0705
2.942 -25.8081 -0.7067 -0.1707
2.943 -25.8020 -0.8420 -0.3037
2.944 -25.5854 -0.8095 0.0525
2.945 -25.4051 -1.2034 0.1589
2.946 -25.7668 -1.0657 0.2564
2.947 -25.6121 -0.8747 0.1423
2.948 -25.7433 -0.7338 0.3215
2.949 -26.0981 -1.0161 0.0245
2.95 -26.1062 -0.7040 0.1268
2.951 -26.3603 -0.6872 -0.0071
2.952 -26.1200 -0.4498 0.0827
2.953 -26.1472 -0.4705 0.3946
2.954 -26.1585 -0.4586 0.0032
2.955 -26.3365 -0.4783 -0.3091
2.956 -26.3359 -0.3814 -0.4609
2.957 -26.3173 -0.5048 -0.7156
2.958 -26.5327 -0.2391 -0.5616
2.959 -26.4155 -0.2976 -0.4537
2.96 -26.3815 -0.4519 -0.5952
2.961 -26.5274 -0.7146 -0.5436
2.962 -26.4962 -0.5992 -0.3609
2.963 -26.4718 -0.9168 -0.6419
2.964 -26.2538 -1.0034 -0.5683
2.965 -26.3176 -1.0609 -0.7167
2.966 -26.1073 -0.7891 -1.1219
2.967 -25.9556 -0.8662 -1.0279
2.968 -25.8057 -0.9555 -1.1275
2.969 -26.0358 -1.3620 -1.3001
2.97 -25.8590 -1.1149 -1.7278
2.971 -25.7934 -0.6726 -1.7854
2.972 -25.6534 -0.5357 -1.8836
2.973 -25.9391 -0.5041 -2.0372
2.974 -25.7702 -0.3345 -2.0784
2.975 -25.4874 -0.7380 -1.8044
2.976 -25.0739 -0.8903 -1.6860
2.977 -24.9048 -0.6560 -1.9600
2.978 -24.8282 -0.6683 -1.8784
2.979 -24.8337 -0.9685 -1.7174
2.98 -24.9575 -0.9861 -1.9682
2.981 -24.8691 -0.8210 -1.9982
2.982 -24.9839 -0.7524 -2.0764
2.983 -25.0367 -0.4395 -1.9884
2.984 -24.8506 -0.2886 -1.7815
2.985 -24.6504 -0.8034 -2.1004
2.986 -24.7283 -0.5184 -1.9259
2.987 -24.8503 -0.4593 -2.1314
2.988 -24.9087 -0.4572 -2.3433
2.989 -25.0700 -0.4140 -2.4657
2.99 -25.2898 -0.5237 -2.8156
2.991 -25.2553 -0.7540 -2.6704
2.992 -25.0678 -0.6479 -2.6800
2.993 -25.1156 -0.1792 -2.3901
2.994 -24.8405 -0.1527 -2.5747
2.995 -24.8087 0.1675 -2.7558
2.996 -25.3396 0.3807 -2.8637
2.997 -25.4570 0.4427 -2.7481
2.998 -25.4866 0.7320 -2.8081
2.999 -25.3839 0.7544 -3.0860
3.0 -25.2103 0.3337 -2.8776
3.001 -24.8186 0.1681 -2.6244
3.002 -24.7544 0.0159 -2.8907
3.003 -24.7963 0.1595 -2.7226
3.004 -24.8055 0.3014 -2.6842
3.005 -24.7154 0.3281 -2.7426
3.006 -24.9298 0.3094 -2.7620
3.007 -24.8161 0.3266 -3.0041
3.008 -24.6390 0.3054 -3.2272
3.009 -24.8745 0.4853 -3.0889
3.01 -25.1171 0.5867 -3.3141
3.011 -25.1379 0.6333 -3.2618
3.012 -25.2342 0.8032 -3.4029
3.013 -25.3686 0.4707 -3.5942
3.014 -24.9696 0.3851 -3.6491
3.015 -24.7882 0.5242 -3.6860
3.016 -24.9722 0.4738 -3.7998
3.017 -25.1736 0.4556 -3.7542
3.018 -25.0785 0.4301 -3.5065
3.019 -25.3256 0.4167 -3.4984
3.02 -25.0674 0.3172 -3.4747
3.021 -24.8593 0.1516 -3.6876
3.022 -24.7553 0.5121 -3.7657
3.023 -24.6081 0.4492 -4.0111
3.024 -24.8996 0.6715 -3.9344
3.025 -24.5835 0.3120 -4.0301
3.026 -24.3595 0.4646 -4.1494
3.027 -24.6513 0.6849 -4.0636
3.028 -24.5221 0.2755 -3.7311
3.029 -24.4053 0.2129 -3.6186
3.03 -24.3102 0.3522 -3.4165
3.031 -24.1482 0.3223 -3.1742
3.032 -24.0778 0.3205 -3.2356
3.033 -24.2328 0.2122 -3.1034
3.034 -24.5499 0.3693 -3.2644
3.035 -24.6105 0.2580 -3.0229
3.036 -24.5504 0.2349 -3.0879
3.037 -24.8211 0.1707 -3.3373
3.038 -24.7884 0.2680 -3.1158
3.039 -24.3280 0.4058 -3.3725
3.04 -24.4954 0.1907 -2.9830
3.041 -24.0495 0.0554 -3.1127
3.042 -24.0116 -0.0942 -2.8853
3.043 -24.4353 -0.1341 -3.4630
3.044 -24.3067 -0.1972 -3.4159
3.045 -24.4223 -0.5321 -3.6738
3.046 -24.2969 -0.4056 -3.3368
3.047 -24.3339 -0.6475 -3.3941
3.048 -23.9817 -0.2777 -3.5090
3.049 -24.1940 -0.0885 -3.0077
3.05 -24.4710 -0.0750 -2.8991
3.051 -24.3583 0.0762 -3.0035
3.052 -24.6157 -0.0103 -2.7325
3.053 -24.1874 0.0898 -3.0103
3.054 -24.4476 0.1003 -2.7718
3.055 -24.3922 -0.1040 -2.8486
3.056 -24.3680 -0.1479 -3.4674
3.057 -24.3627 -0.1819 -3.2675
3.058 -24.1464 -0.0437 -3.2701
3.059 -24.3216 -0.4478 -3.2237
3.06 -24.5953 -0.3972 -3.3417
3.061 -24.8674 -0.3947 -3.4111
3.062 -24.9099 -0.2422 -3.4844
3.063 -24.8784 -0.4575 -3.8482
3.064 -24.8520 -0.2419 -3.8583
3.065 -24.8432 -0.0636 -3.9853
3.066 -24.5240 0.2139 -4.0241
3.067 -24.2772 0.3174 -4.1074
3.068 -24.2339 -0.0379 -3.9653
3.069 -24.3452 0.2569 -3.8761
3.07 -24.2369 0.4987 -4.0797
3.071 -24.0295 0.2364 -4.2475
3.072 -23.9566 0.1099 -4.0398
3.073 -23.9077 -0.1292 -4.1316
3.074 -24.1036 -0.0128 -3.9108
3.075 -24.0487 -0.0396 -3.8862
3.076 -24.0579 0.0389 -3.9835
3.077 -23.9483 0.1434 -4.0609
3.078 -23.9006 0.2011 -3.9970
3.079 -24.0768 0.0078 -3.8807
3.08 -24.0981 0.1393 -3.6628
3.081 -23.8266 0.4117 -3.6542
3.082 -23.7481 0.1324 -3.5904
3.083 -23.9327 -0.3124 -3.5579
3.084 -23.8107 -0.3508 -3.8773
3.085 -23.8343 -0.2836 -4.3161
3.086 -23.9801 -0.1649 -4.0478
3.087 -23.5588 -0.0768 -4.2039
3.088 -23.5879 -0.2372 -4.0804
3.089 -23.6084 -0.1473 -3.8612
3.09 -23.6916 0.1216 -4.0983
3.091 -23.6628 0.0930 -4.1040
3.092 -23.3702 -0.0114 -4.0837
3.093 -23.1985 0.3142 -3.8890
3.094 -22.9306 0.5654 -4.3518
3.095 -23.0330 0.4724 -3.8876
3.096 -22.8742 0.2565 -3.5919
3.097 -22.9114 0.4410 -3.4624
3.098 -22.9200 0.3971 -3.5020
3.099 -22.7455 0.6579 -3.6816
3.1 -22.8178 0.6902 -3.7313
3.101 -22.9299 0.5305 -3.5326
3.102 -22.5981 0.6428 -3.5325
3.103 -22.5081 0.0613 -3.2359
3.104 -22.6462 -0.0271 -2.9564
3.105 -22.7213 -0.3195 -3.0398
3.106 -22.7904 -0.2589 -3.1651
3.107 -22.8660 -0.5780 -3.4933
3.108 -23.0410 -0.7018 -3.6662
3.109 -22.9019 -0.6944 -3.4736
3.11 -23.1210 -0.6031 -3.5760
3.111 -23.3148 -0.7158 -3.3925
3.112 -23.4174 -0.7705 -3.5054
3.113 -23.3805 -0.6037 -3.4748
3.114 -23.5730 -0.5957 -3.8053
3.115 -23.8838 -0.8158 -3.9548
3.116 -23.9149 -0.6232 -4.2441
3.117 -23.6126 -0.6940 -4.3398
3.118 -23.5777 -0.9511 -4.5296
3.119 -23.0938 -0.6656 -4.4301
3.12 -23.0052 -0.5752 -4.5385
3.121 -22.8721 -0.8398 -4.7033
3.122 -22.5118 -1.0419 -4.5299
3.123 -22.7724 -1.0413 -4.7355
3.124 -22.6648 -0.7575 -4.8330
3.125 -22.6168 -0.8620 -4.8418
3.126 -22.3496 -0.5826 -4.8286
3.127 -22.0858 -0.5801 -4.7777
3.128 -22.1154 -0.4472 -4.7453
3.129 -22.1100 -0.1150 -4.8299
3.13 -21.9522 -0.3393 -4.6234
3.131 -22.1685 -0.3889 -4.4164
3.132 -22.0360 -0.3791 -4.3377
3.133 -22.0663 -0.5002 -4.5391
3.134 -22.4743 -0.3060 -4.6842
3.135 -22.4144 -0.3105 -4.6730
3.136 -22.2547 -0.7654 -4.6704
3.137 -22.2139 -0.8977 -4.8705
3.138 -22.1959 -0.8218 -5.0035
3.139 -21.8943 -0.8904 -5.0943
3.14 -21.8971 -0.5680 -5.2804
3.141 -21.8100 -0.7723 -5.0246
3.142 -21.8948 -0.8233 -4.9939
3.143 -21.7571 -0.9808 -5.2259
3.144 -21.5625 -1.2364 -5.4277
3.145 -21.3669 -1.2657 -5.4745
3.146 -21.4241 -1.4260 -5.5505
3.147 -21.5225 -1.2750 -5.2153
3.148 -21.3060 -1.1661 -4.7754
3.149 -21.5529 -0.8404 -4.9713
3.15 -21.2176 -0.8592 -5.1919
3.151 -21.2970 -1.0302 -5.1310
3.152 -21.2294 -1.2227 -4.8614
3.153 -21.1048 -1.3136 -4.7475
3.154 -21.0228 -1.2811 -4.7509
3.155 -20.7580 -0.8758 -4.8930
3.156 -20.6155 -1.1137 -4.9579
3.157 -20.4144 -1.2759 -4.9160
3.158 -20.2090 -1.2158 -5.0563
3.159 -20.4929 -1.0616 -4.9889
3.16 -20.5842 -1.2020 -4.9004
3.161 -20.7722 -1.4217 -4.6644
3.162 -20.5909 -1.1663 -4.5866
3.163 -20.4756 -0.9883 -4.6187
3.164 -20.5761 -0.9268 -4.6543
3.165 -20.6341 -0.6057 -4.7323
3.166 -20.6583 -0.7876 -4.3519
3.167 -20.6107 -0.9352 -4.2988
3.168 -20.5250 -1.1149 -3.8688
3.169 -20.7382 -1.1019 -3.6085
3.17 -20.4991 -1.2366 -3.4886
3.171 -20.7010 -1.3213 -3.4423
3.172 -20.5504 -1.4029 -3.0112
3.173 -20.5202 -1.3875 -3.0425
3.174 -20.2924 -1.5714 -3.1374
3.175 -20.1594 -1.5403 -3.3404
3.176 -19.9393 -1.3759 -3.7620
3.177 -19.7877 -1.2999 -3.9676
3.178 -20.1592 -1.0071 -4.2613
3.179 -20.2600 -0.7587 -4.1085
3.18 -20.5059 -1.0396 -4.0923
3.181 -20.2185 -0.8597 -4.5079
3.182 -20.2305 -0.7524 -4.3404
3.183 -20.2957 -0.8201 -4.5221
3.184 -20.3167 -0.8305 -4.0601
3.185 -20.1411 -0.4142 -4.0736
3.186 -20.1597 -0.4956 -4.2184
3.187 -19.8761 -0.4496 -4.0708
3.188 -19.6285 -0.3456 -3.9551
3.189 -19.7833 -0.5913 -3.5630
3.19 -19.7330 -0.4319 -3.5024
3.191 -19.7125 -0.2311 -3.5757
3.192 -19.5934 -0.2040 -3.6868
3.193 -19.3166 -0.4176 -3.5424
3.194 -19.2555 0.0277 -3.6590
3.195 -18.9806 -0.0088 -3.5332
3.196 -19.2097 -0.2916 -3.5955
3.197 -19.1994 -0.7008 -3.3679
3.198 -19.2688 -0.6647 -3.3740
3.199 -19.4393 -0.3485 -3.4676
3.2 -19.3993 -0.0652 -3.3930
3.201 -19.3999 -0.0570 -3.3206
3.202 -19.3279 -0.2264 -3.2131
3.203 -19.4184 0.1572 -2.9676
3.204 -19.3005 0.5228 -2.8218
3.205 -19.1797 0.5493 -2.4976
3.206 -19.0907 0.4175 -2.2097
3.207 -19.0598 0.0645 -2.2683
3.208 -18.9509 0.2868 -2.3544
3.209 -19.0250 -0.0355 -2.1938
3.21 -18.9879 -0.2585 -2.2790
3.211 -18.8759 -0.2145 -2.4860
3.212 -18.9684 -0.0883 -2.5046
3.213 -18.8609 -0.5536 -2.4402
3.214 -18.8032 -0.7238 -2.5461
3.215 -18.9068 -0.5937 -2.3598
3.216 -19.1992 -0.6759 -2.6449
3.217 -19.3078 -0.7439 -2.8058
3.218 -19.5207 -0.9494 -2.7277
3.219 -19.5842 -0.7231 -2.8705
3.22 -19.1053 -0.8769 -3.4251
3.221 -19.1453 -0.8764 -3.4016
3.222 -19.2706 -0.8424 -3.3184
3.223 -19.3056 -1.2564 -3.0712
3.224 -19.2482 -1.1611 -2.7851
3.225 -19.1574 -1.7076 -3.0204
3.226 -19.1862 -1.6604 -3.0714
3.227 -19.4911 -1.3915 -3.1820
3.228 -19.4091 -1.2944 -3.1708
3.229 -19.4336 -1.0811 -3.2678
3.23 -19.5503 -1.3294 -3.4115
3.231 -19.6492 -1.3616 -3.7799
3.232 -19.7138 -1.4671 -3.7036
3.233 -19.9606 -1.2929 -3.7518
3.234 -19.7518 -1.4576 -3.8801
3.235 -19.6139 -1.2965 -3.8303
3.236 -19.4189 -1.1527 -3.5737
3.237 -19.5032 -1.2623 -3.6977
3.238 -19.3905 -1.0428 -3.5361
3.239 -19.4256 -1.2234 -3.3665
3.24 -19.5478 -1.1191 -3.2411
3.241 -19.6449 -1.1334 -3.1447
3.242 -19.6315 -1.2362 -3.0592
3.243 -19.5125 -1.3557 -2.8574
3.244 -19.5650 -1.2651 -2.9104
3.245 -19.5113 -1.3268 -2.9304
3.246 -19.4003 -1.1663 -3.2239
3.247 -19.2743 -1.1283 -3.4293
3.248 -19.2065 -0.7882 -3.4839
3.249 -19.4335 -0.8100 -3.8633
3.25 -19.4180 -0.9143 -3.7764
3.251 -19.5309 -0.7151 -3.9825
3.252 -19.7816 -0.3183 -3.8511
3.253 -19.8837 -0.1924 -4.0803
3.254 -19.8681 -0.0004 -4.0755
3.255 -19.9572 0.4520 -4.3447
3.256 -19.7572 0.3510 -4.1634
3.257 -19.9848 0.1955 -4.0719
3.258 -20.3066 0.3079 -4.0559
3.259 -20.1114 0.5405 -3.8374
3.26 -20.3985 0.4634 -3.8246
3.261 -20.5159 0.2393 -4.0434
3.262 -20.6522 0.0151 -4.1489
3.263 -20.8182 -0.0781 -4.2962
3.264 -20.8286 -0.1085 -4.2070
3.265 -20.8586 0.0422 -3.9115
3.266 -20.4495 -0.1189 -4.0107
3.267 -20.5956 -0.0134 -3.8641
3.268 -20.3432 -0.0667 -3.8366
3.269 -20.4532 0.0176 -4.0120
3.27 -20.5871 0.1595 -4.2362
3.271 -20.7932 -0.2143 -4.3908
3.272 -20.6049 -0.5162 -4.4518
3.273 -20.1186 -0.5535 -4.5984
3.274 -20.3823 -0.6821 -4.1808
3.275 -20.1117 -0.6229 -4.1729
3.276 -19.5788 -0.3536 -4.1506
3.277 -19.3965 -0.3264 -4.1949
3.278 -19.5348 -0.1626 -4.1025
3.279 -19.7575 -0.4019 -4.4008
3.28 -19.4097 -0.6333 -4.0848
3.281 -19.4392 -0.4145 -3.7810
3.282 -19.3179 -0.5719 -4.0842
3.283 -19.4784 -0.8708 -4.1396
3.284 -19.2795 -1.0345 -4.5675
3.285 -19.3433 -1.0502 -4.6220
3.286 -19.3881 -1.0927 -4.8736
3.287 -19.0497 -1.0826 -5.0794
3.288 -18.9244 -1.0089 -5.1888
3.289 -18.8163 -1.2163 -5.2832
3.29 -18.8022 -1.3629 -5.2493
3.291 -18.5974 -1.6286 -5.3387
3.292 -18.9240 -1.6089 -5.1939
3.293 -18.9618 -1.5957 -5.6883
3.294 -18.8183 -1.6043 -5.8310
3.295 -18.8285 -1.9170 -5.8353
3.296 -18.8972 -1.8162 -5.8977
3.297 -18.5276 -2.2846 -5.7942
3.298 -18.8516 -2.0840 -5.5287
3.299 -19.0287 -1.9866 -5.5159
3.3 -19.0075 -2.2308 -5.5133
3.301 -19.0385 -2.4798 -5.5179
3.302 -18.9036 -2.6419 -5.8094
3.303 -18.9402 -2.7750 -5.8704
3.304 -18.7819 -3.1246 -6.2897
3.305 -18.9780 -3.2313 -6.2946
3.306 -18.5266 -3.2367 -6.1179
3.307 -18.2905 -3.3027 -6.1572
3.308 -18.1275 -3.2159 -6.1858
3.309 -17.9164 -3.1203 -6.0104
3.31 -17.7789 -3.2239 -5.7246
3.311 -17.7992 -3.2193 -5.8314
3.312 -17.8129 -3.3040 -5.8210
3.313 -17.8723 -3.5736 -5.9459
3.314 -17.6317 -3.6395 -5.5250
3.315 -17.4816 -3.5668 -5.6494
3.316 -17.6374 -3.6823 -5.6402
3.317 -17.2699 -3.6041 -5.4300
3.318 -17.2931 -3.7901 -5.5452
3.319 -16.8512 -3.6560 -5.2778
3.32 -17.0336 -3.5669 -5.1404
3.321 -17.0976 -3.4928 -5.3651
3.322 -16.9141 -3.4090 -5.4580
3.323 -16.9270 -3.6067 -5.4760
3.324 -17.2249 -3.7675 -5.6902
3.325 -17.4903 -3.9092 -5.7233
